Fecha;Hora;Numero_de_Pasajeros;Mayores;Menores;Clase_de_Vuelo;Clasificacion_Vuelo;Tipo_de_Movimiento;Origen;Destino;Aerolinea_Nombre;Aeronave;Falla_Despegue;Falla_Aterrizaje
10/1/2023;7;400;300;100;Regular;Nacional;Despegue;CABA;Cordoba;Austral Lineas Aereas;EMBRAER E-190;2;0
10/1/2023;17;400;300;100;Regular;Nacional;Aterrizaje;Salta;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;20;22;19;3;Priv Matricula Nac;Internacional;Aterrizaje;Uruguay;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;16;400;300;100;Regular;Nacional;Aterrizaje;Salta;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;19;20;16;4;Priv Matricula Nac;Nacional;Aterrizaje;Salta;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;14;190;130;60;Regular;Nacional;Aterrizaje;Salta;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;7;400;300;100;Regular;Nacional;Despegue;CABA;Cordoba;Austral Lineas Aereas;EMBRAER E-190;2;0
10/1/2023;9;400;300;100;Regular;Nacional;Aterrizaje;Salta;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;10;400;300;100;Regular;Nacional;Despegue;CABA;Cordoba;Austral Lineas Aereas;EMBRAER E-190;2;0
10/1/2023;0;8;6;2;Priv Matricula Nac;Internacional;Aterrizaje;Uruguay;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;12;400;300;100;Regular;Nacional;Aterrizaje;Salta;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;20;400;300;100;Regular;Nacional;Despegue;CABA;Cordoba;Austral Lineas Aereas;EMBRAER E-190;2;0
10/1/2023;11;160;140;20;No Regular;Nacional;Despegue;CABA;Cordoba;Austral Lineas Aereas;EMBRAER E-190;2;0
10/1/2023;23;260;200;60;Regular;Nacional;Aterrizaje;Salta;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;19;210;190;20;Regular;Internacional;Despegue;CABA;Chile;Austral Lineas Aereas;EMBRAER E-190;2;0
10/1/2023;18;210;190;20;Regular;Internacional;Aterrizaje;Uruguay;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;12;210;190;20;Regular;Internacional;Despegue;CABA;Paraguay;Austral Lineas Aereas;EMBRAER E-190;2;0
10/1/2023;10;210;190;20;Regular;Internacional;Aterrizaje;Uruguay;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;17;12;10;2;Priv Matricula Nac;Nacional;Despegue;CABA;Mar del Plata;Austral Lineas Aereas;EMBRAER E-190;2;0
10/1/2023;17;12;10;2;Priv Matricula Nac;Nacional;Aterrizaje;Salta;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;7;160;140;20;No Regular;Nacional;Despegue;CABA;Mar del Plata;Austral Lineas Aereas;EMBRAER E-190;2;0
10/1/2023;13;260;200;60;Regular;Nacional;Despegue;CABA;Mar del Plata;Austral Lineas Aereas;EMBRAER E-190;2;0
10/1/2023;17;190;130;60;Regular;Nacional;Despegue;CABA;Mar del Plata;Austral Lineas Aereas;EMBRAER E-190;2;0
10/1/2023;12;20;16;4;Priv Matricula Nac;Nacional;Despegue;CABA;Mar del Plata;Austral Lineas Aereas;EMBRAER E-190;2;0
10/1/2023;21;260;200;60;Regular;Nacional;Aterrizaje;Salta;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;18;190;130;60;Regular;Nacional;Aterrizaje;Salta;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;18;160;140;20;No Regular;Nacional;Despegue;CABA;Mar del Plata;Austral Lineas Aereas;EMBRAER E-190;2;0
10/1/2023;18;260;200;60;Regular;Nacional;Despegue;CABA;Mar del Plata;Austral Lineas Aereas;EMBRAER E-190;2;0
10/1/2023;20;190;130;60;Regular;Nacional;Aterrizaje;Salta;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;6;210;190;20;Regular;Nacional;Despegue;CABA;Mar del Plata;Austral Lineas Aereas;EMBRAER E-190;2;0
10/1/2023;18;210;190;20;Regular;Nacional;Aterrizaje;Salta;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;7;210;190;20;Regular;Nacional;Aterrizaje;Salta;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;16;210;190;20;Regular;Nacional;Aterrizaje;Salta;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;14;210;190;20;Regular;Nacional;Despegue;CABA;Mar del Plata;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;13;210;190;20;Regular;Nacional;Aterrizaje;Salta;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;13;210;190;20;Regular;Nacional;Despegue;CABA;Mar del Plata;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;12;210;190;20;Regular;Nacional;Aterrizaje;Salta;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;10;210;190;20;Regular;Nacional;Despegue;CABA;Mar del Plata;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;9;260;200;60;Regular;Nacional;Despegue;CABA;Mar del Plata;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;19;190;130;60;Regular;Nacional;Despegue;CABA;Jujuy;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;9;190;130;60;Regular;Nacional;Aterrizaje;Tucuman;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;18;260;200;60;Regular;Nacional;Despegue;CABA;Jujuy;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;18;260;200;60;Regular;Nacional;Aterrizaje;Tucuman;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;19;260;200;60;Regular;Nacional;Despegue;CABA;Jujuy;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;20;260;200;60;Regular;Nacional;Aterrizaje;Tucuman;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;13;105;95;10;Regular;Nacional;Despegue;CABA;Jujuy;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;13;105;95;10;Regular;Nacional;Despegue;CABA;Jujuy;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;11;105;95;10;Regular;Nacional;Despegue;CABA;Jujuy;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;0;105;95;10;Regular;Nacional;Aterrizaje;Tucuman;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;9;105;95;10;Regular;Nacional;Despegue;CABA;Jujuy;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;6;105;95;10;Regular;Nacional;Despegue;CABA;Jujuy;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;7;105;95;10;Regular;Nacional;Despegue;CABA;Jujuy;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;0;105;95;10;Regular;Nacional;Aterrizaje;Tucuman;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;12;105;95;10;Regular;Nacional;Aterrizaje;Tucuman;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;10;105;95;10;Regular;Nacional;Despegue;CABA;Jujuy;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;9;105;95;10;Regular;Nacional;Aterrizaje;Tucuman;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;8;105;95;10;Regular;Nacional;Despegue;CABA;Jujuy;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;0;105;95;10;Regular;Nacional;Aterrizaje;Tucuman;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;6;260;200;60;Regular;Internacional;Despegue;CABA;Panama;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;11;260;200;60;Regular;Nacional;Despegue;CABA;Salta;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;22;300;280;20;Regular;Internacional;Aterrizaje;Uruguay;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;0;300;280;20;Regular;Internacional;Despegue;CABA;Peru;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;14;260;200;60;Regular;Nacional;Despegue;CABA;Salta;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;5;260;200;60;Regular;Internacional;Aterrizaje;Uruguay;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;8;260;200;60;Regular;Nacional;Despegue;CABA;Salta;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;9;260;200;60;Regular;Nacional;Aterrizaje;Tucuman;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;7;190;130;60;Regular;Nacional;Aterrizaje;Tucuman;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;10;260;200;60;Regular;Nacional;Aterrizaje;Tucuman;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;20;190;130;60;Regular;Internacional;Aterrizaje;Uruguay;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;12;260;200;60;Regular;Nacional;Aterrizaje;Tucuman;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;13;260;200;60;Regular;Nacional;Despegue;CABA;Salta;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;14;260;200;60;Regular;Nacional;Aterrizaje;Tucuman;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;15;260;200;60;Regular;Nacional;Despegue;CABA;Salta;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;17;260;200;60;Regular;Nacional;Aterrizaje;Tucuman;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;19;260;200;60;Regular;Internacional;Despegue;CABA;Costa Rica;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;11;260;200;60;Regular;Nacional;Aterrizaje;Tucuman;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;10;260;200;60;Regular;Nacional;Despegue;CABA;Tucuman;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;19;260;200;60;Regular;Nacional;Aterrizaje;Tucuman;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;6;190;130;60;Regular;Nacional;Despegue;CABA;Tucuman;Austral Lineas Aereas;EMBRAER E-190;3;0
10/1/2023;7;190;130;60;Regular;Nacional;Aterrizaje;Tucuman;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;8;260;200;60;Regular;Nacional;Despegue;CABA;Tucuman;Austral Lineas Aereas;EMBRAER E-190;4;0
10/1/2023;11;260;200;60;Regular;Nacional;Aterrizaje;Catamarca;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;12;260;200;60;Regular;Nacional;Despegue;CABA;Tucuman;Austral Lineas Aereas;EMBRAER E-190;4;0
10/1/2023;13;260;200;60;Regular;Nacional;Aterrizaje;Catamarca;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;14;300;280;20;Regular;Nacional;Despegue;CABA;Tucuman;Austral Lineas Aereas;EMBRAER E-190;4;0
10/1/2023;17;300;280;20;Regular;Nacional;Aterrizaje;Catamarca;CABA;Austral Lineas Aereas;EMBRAER E-190;0;1
10/1/2023;17;300;280;20;Regular;Nacional;Despegue;CABA;Tucuman;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;22;210;190;20;Regular;Internacional;Despegue;CABA;Venezuela;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;22;300;280;20;Regular;Internacional;Despegue;CABA;Nicaragua;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;8;210;190;20;Regular;Nacional;Despegue;CABA;Santiago del E;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;10;210;190;20;Regular;Nacional;Aterrizaje;Catamarca;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;11;210;190;20;Regular;Nacional;Despegue;CABA;Santiago del E;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;12;210;190;20;Regular;Nacional;Aterrizaje;Catamarca;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;16;210;190;20;Regular;Internacional;Despegue;CABA;Honduras;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;11;300;280;20;Regular;Nacional;Aterrizaje;Catamarca;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;16;300;280;20;Regular;Nacional;Aterrizaje;Catamarca;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;18;300;280;20;Regular;Nacional;Aterrizaje;Catamarca;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;8;300;280;20;Regular;Nacional;Aterrizaje;Catamarca;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;6;300;280;20;Regular;Nacional;Despegue;CABA;Santiago del E;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;7;300;280;20;Regular;Nacional;Aterrizaje;Catamarca;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;9;300;280;20;Regular;Nacional;Despegue;CABA;Santiago del E;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;11;300;280;20;Regular;Nacional;Aterrizaje;Catamarca;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;12;300;280;20;Regular;Nacional;Despegue;CABA;Santiago del E;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;8;190;130;60;Regular;Nacional;Despegue;CABA;Santiago del E;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;15;300;280;20;Regular;Nacional;Despegue;CABA;Santiago del E;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;9;190;130;60;Regular;Nacional;Aterrizaje;Catamarca;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;19;300;280;20;Regular;Nacional;Despegue;CABA;Santiago del E;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;21;300;280;20;Regular;Nacional;Aterrizaje;Catamarca;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;6;190;130;60;Regular;Nacional;Despegue;CABA;Santiago del E;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;22;190;130;60;Regular;Nacional;Aterrizaje;Catamarca;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;19;20;16;4;Priv Matricula Nac;Nacional;Aterrizaje;Catamarca;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;8;190;130;60;Regular;Nacional;Despegue;CABA;Santiago del E;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;16;32;26;6;Priv Matricula Nac;Nacional;Despegue;CABA;Chaco;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;13;300;280;20;Regular;Nacional;Aterrizaje;Catamarca;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;10;8;6;2;Priv Matricula Nac;Nacional;Despegue;CABA;Chaco;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;19;20;16;4;Priv Matricula Nac;Nacional;Aterrizaje;Catamarca;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;18;20;16;4;Priv Matricula Nac;Nacional;Despegue;CABA;Chaco;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;19;105;95;10;Regular;Nacional;Despegue;CABA;Chaco;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;18;105;95;10;Regular;Nacional;Aterrizaje;Catamarca;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;17;105;95;10;Regular;Nacional;Despegue;CABA;Chaco;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;15;105;95;10;Regular;Nacional;Aterrizaje;Catamarca;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;7;105;95;10;Regular;Nacional;Aterrizaje;Santiago del Estero;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;12;105;95;10;Regular;Nacional;Aterrizaje;Santiago del Estero;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;8;20;16;4;Priv Matricula Nac;Nacional;Aterrizaje;Santiago del Estero;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;11;200;150;50;No Regular;Nacional;Aterrizaje;Santiago del Estero;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;10;105;95;10;Regular;Nacional;Despegue;CABA;Chaco;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;16;120;110;10;No Regular;Internacional;Despegue;CABA;Panama;Aerolineas Argentinas;BOEING B-737;4;0
10/1/2023;19;120;110;10;No Regular;Internacional;Aterrizaje;Uruguay;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;20;120;110;10;No Regular;Nacional;Despegue;CABA;Chaco;Aerolineas Argentinas;BOEING B-737;5;0
10/1/2023;20;12;10;2;Priv Matricula Nac;Nacional;Aterrizaje;Santiago del Estero;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;22;12;10;2;Priv Matricula Nac;Internacional;Despegue;CABA;Chile;Aerolineas Argentinas;BOEING B-737;5;0
10/1/2023;13;105;95;10;Regular;Nacional;Despegue;CABA;Chaco;Aerolineas Argentinas;BOEING B-737;5;0
10/1/2023;22;300;280;20;Regular;Internacional;Despegue;CABA;Colombia;Aerolineas Argentinas;BOEING B-737;5;0
10/1/2023;11;210;190;20;Regular;Nacional;Aterrizaje;Santiago del Estero;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;13;210;190;20;Regular;Nacional;Despegue;CABA;Formosa;Aerolineas Argentinas;BOEING B-737;5;0
10/1/2023;14;210;190;20;Regular;Nacional;Aterrizaje;Santiago del Estero;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;0;300;280;20;Regular;Nacional;Aterrizaje;Santiago del Estero;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;19;210;190;20;Regular;Nacional;Aterrizaje;Santiago del Estero;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;17;210;190;20;Regular;Nacional;Despegue;CABA;Formosa;Aerolineas Argentinas;BOEING B-737;5;0
10/1/2023;18;32;26;6;Priv Matricula Nac;Nacional;Aterrizaje;Santiago del Estero;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;15;210;190;20;Regular;Nacional;Despegue;CABA;Formosa;Aerolineas Argentinas;BOEING B-737;5;0
10/1/2023;16;8;6;2;Priv Matricula Nac;Nacional;Despegue;CABA;Formosa;Aerolineas Argentinas;BOEING B-737;5;0
10/1/2023;20;300;280;20;Regular;Nacional;Aterrizaje;Santiago del Estero;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;19;300;280;20;Regular;Nacional;Despegue;CABA;Formosa;Aerolineas Argentinas;BOEING B-737;5;0
10/1/2023;18;300;280;20;Regular;Nacional;Aterrizaje;Santiago del Estero;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;17;300;280;20;Regular;Nacional;Despegue;CABA;Formosa;Aerolineas Argentinas;BOEING B-737;5;0
10/1/2023;16;300;280;20;Regular;Nacional;Aterrizaje;Santiago del Estero;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;15;300;280;20;Regular;Nacional;Despegue;CABA;Formosa;Aerolineas Argentinas;BOEING B-737;5;0
10/1/2023;13;300;280;20;Regular;Internacional;Aterrizaje;Uruguay;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;16;190;130;60;Regular;Nacional;Aterrizaje;Santiago del Estero;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;17;300;280;20;Regular;Internacional;Despegue;CABA;Peru;Aerolineas Argentinas;BOEING B-737;5;0
10/1/2023;19;190;130;60;Regular;Nacional;Aterrizaje;Santiago del Estero;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;11;20;16;4;Priv Matricula Nac;Nacional;Despegue;CABA;Formosa;Aerolineas Argentinas;BOEING B-737;5;0
10/1/2023;12;20;16;4;Priv Matricula Nac;Nacional;Aterrizaje;Santiago del Estero;CABA;Aerolineas Argentinas;BOEING B-737;0;2
10/1/2023;12;20;16;4;Priv Matricula Nac;Nacional;Despegue;CABA;Formosa;Aerolineas Argentinas;BOEING B-737;5;0
